company_name,region,sector,near_term_status,near_term_target_classification,near_term_target_year,long_term_status,long_term_target_classification,long_term_target_year, net_zero_status,net_zero_year,full_target_language,ba15_status,ba15_date ,target_classification_long,reason_for_extension_or_removal,Country,Country Code,Sector,CA100 Company?,Large/Medium Classification,Assessment Date,Level,Performance compared to previous year,Q1L0|Does the company acknowledge climate change as a significant issue for the business?,Q2L1|Does the company recognise climate change as a relevant risk and/or opportunity for the business?,Q3L1|Does the company have a policy (or equivalent) commitment to action on climate change?,Q4L2|Has the company set greenhouse gas emission reduction targets?,Q5L2|Has the company published information on its Scope 1 and 2 greenhouse gas emissions?,Q6L3|Has the company nominated a board member or board committee with explicit responsibility for oversight of the climate change policy?,Q7L3|Has the company set quantitative targets for reducing its greenhouse gas emissions?,Q8L3|Does the company report on Scope 3 emissions?,Q9L3|Has the company had its operational (Scope 1 and/or 2) greenhouse gas emissions data verified?,Q10L3|Does the company support domestic and international efforts to mitigate climate change?,Q11L3|Does the company have a process to manage climate-related risks?,Q12L3|Does the company disclose materially important Scope 3 emissions?,Q13L4|Has the company set long-term quantitative targets for reducing its greenhouse gas emissions?,Q14L4|Does the company's remuneration for senior executives incorporate climate change performance?,Q15L4|Does the company incorporate climate change risks and opportunities in their strategy?,Q16L4|Does the company undertake climate scenario planning?,Q17L4|Does the company disclose an internal price of carbon?,Q18L4|Does the company disclose the actions necessary to meet its emissions-reduction targets?,Q19L5|Does the company quantify the key elements of its emissions reduction strategy and the proportional impact of each action in achieving its targets?,Q20L5|Does the company's transition plan clarify the role that will be played by offsets and/or negative emissions technologies?,Q21L5|Does the company commit to phasing out capital expenditure on carbon intensive assets or products?,Q22L5|Does the company align future capital expenditures with its long-term decarbonisation goals and disclose how the alignment is determined?,Q23L5|Does the company ensure consistency between its climate change policy and the positions taken by trade associations of which it is a member?,Overall transparency score,Overall integrity score,1. Transparency and Integrity,2. Transparency,2. Integrity,3. Transparency,3. Integrity,4. Transparency,4. Integrity,What is their revenue?,What are their emissions?,What is their pledge?,Major emission sources,Disclosure,Headline target or pledge,Short-term targets - grey,Short-term targets - white,Medium-term targets - grey,Medium-term targets - white,Longer-term targets - grey,Longer-term targets - white,Operational emissions (scope 1) number,Operational emissions (scope 1) verbiage,Renewable electricity (scope 2) number,Renewable electricity (scope 2) verbiage,Upstream emissions (scope 3) number,Upstream emissions (scope 3) verbiage,Downstream emissions (scope 3) number,Downstream emissions (scope 3) verbiage,Climate contributions today,Misleading offsetting claims today,Short and medium term targets - grey,Short and medium term targets - white,Emission Reduction Measures
Nestlé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Poor,Poor,Moderate,Very Poor,Very Poor,Poor,Poor,Very Poor,Very Poor,USD 95.2 bn (2021),118.7 MtCO2e (2021),Net zero by 2050,Main emissions are from agricultural activities and other purchased goods and services (72%).,"Annual disclosure of emissions, but with limited detail and no breakdown in public-facing reporting.",Net zero by 2050,,,,,Net zero by 2050,Undeﬁned role of 'insetting' measures to claim that emissions are offset; no assessment possible.,,,,"Renewable electricity procurement constructs account for over 60% of consumption, mostly through PPAs. Disclosure of information only in CDP responses.",,,,,,Offsetting claims under the term 'insetting'. 9.7 MtCO2e No climate contributions identiﬁed.,"By 2025, reduce emissions by 20%. By 2030, reduce emissions by 50%.","Targets equate to 16-21% reduction of full emissions footprint in 2019, excluding 'insetting' measures to claim that emissions have been offset.","Reduction measures presented with limited detail and compared to BAU. Major emission sources are addressed, but no clear signs of transformation in agricultural activities."
Samsung Electronics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Poor,Very Poor,Poor,Poor,Very Poor,Moderate,Very Poor,Very Poor,Very Poor,USD 244.4 bn (2021),143.4 MtCO2e (2021),Net-zero carbon emissions by 2050,"Product use (70%, s3) and energy consumption (9%, s2). Disclosure: S1 and s2 emissions are reported in public",S1 and s2 emissions are reported in public documentation. S3 emissions (86%) are broken down but only disclosed to CDP.,Net-zero carbon emissions by 2050,,,,,Net-zero direct and indirect carbon emissions by 2050 across all global operations,"Commitment to reduce ~17 MtCO2e by 2050 (i.e., 100% reduction of s1 and market-based s2 in 2021). Scope 3 is not included.",,,,"RE accounts for 20% of electricity use, sourced through PPAs, on-site installations, and RECs. 100% RE in the US and China, with 100% goal in all markets except Korea by 2027.",,,,,,Unspeciﬁed use of 'emission permits' from CDM projects in Kenya No climate contributions identiﬁed.,Net-zero carbon emissions (s1 & s2) for all operations in the DX Division by 2030.,The target covers s1 and s2 of the DX division and excludes all other emissions.,"Measures target most emission sources but are described superﬁcially and often set to be implemented by 2030 or beyond, with limited clarity on short-term action."
Stellantis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Moderate,Moderate,Very Poor,High,Moderate,Moderate,Moderate,Moderate,Very Poor,USD 176.6 bn (2021),138.5 MtCO2e (2021),Carbon net zero by 2038,"Use phase of sold vehicles (85% in 2021, downstream s3), purchased goods and services (11% in 2021, upstream s3).",s3 disclosed only in relative terms for Europe and third-party analysis calls integrity of downstream s3 disclosure into question. Only market-based estimate provided for s2.,Carbon net zero by 2038,,,,,Carbon net zero by 2038 by 2030,"All emission scopes covered. Deep emission reductions comittment of at least 90% by 2038, compared to 2021. 1.5°C-aligned ICE phaseout date for EU.",,,,"RE accounts for <20% of electricity consumption, mainly from RECs alongside some on-site installations and PPAs.",,,,,with uncertain climate impact. Biodiversity and reforestation projects in Brazil.,Details regarding the volume of ﬁnance not identiﬁed. Claims of ‘carbon neutral’ operations in South American,"50% absolute reduction by 2030 across s1, s2, and s3 (below 2021) supported by: - s1 & s2: 50% absolute reduction by 2025 and 75% by 2030, - s3: 50% intensity reduction by 2030,","Overarching 2030 target to reduce full value chain emissions by 50%, compared to 2021. 1.5°C-aligned ICE phaseout date for EU. BEVs in Europe and 50% BEVs in US by 2030, parts: 40% intensity reduction by 2030.","Relevant measures for accelerated transition to electric mobility, but unclear whether measures are sufﬁcient to align with a 1.5°C-aligned decarbonisation pathway."
Thyssenkrupp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,Unknown,Poor,Moderate,Moderate,Moderate,Moderate,Poor,Poor,USD 40.2 bn (2021),60.5 MtCO2e (2021),Climate neutral by 2050,S1 emissions from with steelmaking represent around 38% of the disclosed emission footprint. Most s3 emissions are fromwith purchased goods and services.,Specific sources or accounting methods for s1 and s2 not disclosed. Only fuel- and energy-related S3 publicly reported. Full s3 emissions reported only to CDP.,Climate neutral by 2050,,,,,To reduce s1&2 by at least 90% below 2018 level and s3 by at least 90% below 2017 levels by 2050,Potentially signiﬁcant omission in target scope. Supporting measures indicate alignment with some 1.5°C aligned sectoral benchmarks,,,,Very limited information on renewable energy procurement.,,,,,,Offsets are being procured to claim carbon neutrality No climate contributions identiﬁed.,- To reduce s1&2 emissions by 30% below 2018 levels by 2030 - To reduce s3 emissions by 16% below 2017 levels by 2030,Target equals a 12% reduction across the value chain. Supporting measures indicate alignment with some 1.5°C-aligned sectoral benchmarks.,"Plans to phase-out its carbon intensive assets for steel production and to reduce scope 3 emissions, but emission reduction plans are unclear for other divisions."
Volkswagen Group,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Moderate,Poor,Moderate,Poor,Very Poor,Moderate,Moderate,Poor,Very Poor,USD 295.7 bn (2021),371.3 MtCO2e (2021),Carbon neutral by 2050,"Use phase of sold vehicles (downstream s3, 75%); purchased goods and services (upstream s3, 16%)",Volkswagen comprehensively discloses emissions across all relevant scopes but third-party analysis calls integrity of downstream s3 disclosure into question.,Carbon neutral by 2050,,,,,Carbon neutral by 2050 by 2030,All emission scopes covered. No emission reduction commitment alongside carbon neutrality pledge. No 1.5°C-aligned phaseout dates for ICEs.,,,,Extensive use of lower-quality RECs to claim 96% of renewable electricty procured in Europe in 2021. Plans to use more PPAs in the future but limited information provided.,,,,,,6.1 MtCO2e offset credits purchased in 2021. No complete information No climate contributions identiﬁed.,"s1&s2 - 50% absolute reduction by 2030 (below 2018, no oﬀsets) s3 - vehicle life-cycle emissions intensity","No 1.5°C-aligned phaseout dates for ICEs. Target for s1 & s2 equals a 3% reduction across the value chain, S3 intensity target not quantiﬁable. by 2025 (below 2015, allowing oﬀsets) by 2030 (below 2018, no oﬀsets)","Relevant measures for key emission sources, including investments in vehicle electriﬁcation and low-carbon steel production. Limited details on timeline and expected impact."
Accenture,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Reasonable,Very Poor,Moderate,High,Ver Poor,Moderate,Very Poor,Unknown,Very Poor,USD 50.5 bn (2021),0.86 MtCO2e (2020),Net zero emissions by 2025,"Purchased goods and services (upstream scope 3, 48%), Business travel (upstream scope 3, 31%)","Detailed information on scope 1 and 2 emissions. Some scope 3 emissions tracked and disclosed. Omissions of some scope 3 emissions are likely minor. Disclosure covers Accenture’s subsidiaries. Both location and marked-based accounting scope 2 emissions disclosed, but only the latter (lower value) is used for GHG emission totals.",Net zero emissions by 2025,,,,,,,,,,Unbundled RECs account for the major share of renewable energy consumption.,,,,,No climate contributions identified,No oﬀsetting claim in 2020/2021,,,Few specific measures disclosed for scope 1 and especially scope 3 emissions; target for 90% of suppliers to set own emission targets.
Amazon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Poor,Poor,Moderate,Very Poor,Very Poor,Moderate,Moderate,Unknown,Very Poor,USD 386 bn (2020),60.6 MtCO2e (2020),Net-zero carbon by 2040,"Scope 3 emissions account for the majority, but the specific sources are unclear due to poor granularity of data.",The granularity of emission sources in the annual reporting is poor. Scope 2 emissions are only reported with the market-based accounting method. Amazon’s subsidiaries are not clearly included in Amazon’s tracking and disclosure.,Net-zero carbon by 2040,,,,,,,,,,Extensive details on high quality RE projects but limited transparency in terms of aggregated data.,,,,,Right Now Climate Fund: $100m to nature-based solutions. Unclear if related to future neutralisation.,No oﬀsetting claim in 2020/2021,,,Major investments and commitments in new technologies for transportation; other emission sources unclear.
Apple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Reasonable,Moderate,High,Moderate,Moderate,Moderate,Moderate,Moderate,Very Poor,USD 274.5 bn (2020),23.5 MtCO2e (2020),Carbon neutral by 2030,Purchase of goods for product manufacturing (upstream scope 3; ~70%).,"Emissions disclosed in detail across all scopes. Scope 2 emissions reported to be zero under market-based accounting approach, while amounting to 0.89 MtCO2e using a location-based approach. Only market-based emissions are prominently displayed.",Carbon neutral by 2030,,,,,,,,,,High-quality PPAs account for the majority of renewable electricity.,,,,,The Power for Impact programme supports RE projects in communities that need energy resources. Unclear if related to offsetting.,"Carbon-neutral claim made for operations, business travel, and employee commuting in 2020 (representing ~1.5% of total emissions) by offsetting with nature-based solutions.",,,"Emission reduction measures across all emission scopes, but limited information on potential impacts."
BMW Group,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Moderate,Very Poor,Moderate,Moderate,Very Poor,Moderate,Very Poor,Very Poor,Unknown,USD 112.4 bn [EUR 99.0 bn] (2020),67.0 MtCO2e (2020),Climate neutral by 2050,"Energy use of sold vehicles (downstream scope 3, 70%); vehicle manufacturing (upstream scope 3, 25%)","Most emissions across all scopes disclosed for 2020 and historical time series. Market-based scope 2 emissions used for aggregate data. Around 10% of total emissions is not reported (emissions from some buildings and offices under scopes 1 and 2; and franchises, among others, in scope 3).",Climate neutral by 2050,,,,,,,,,,BMW’s 100% renewable electricity claim is delivered mostly through unbundled RECs.,,,,,No climate contributions identified,"Claim of carbon-neutral operations (scope 1 and scope 2) using offsets from 2022 onwards, while the 2050 target may also rely on offsets for scope 3 emissions. ",,,"Measures are focused on the most relevant scopes, but accelerated phase out of internal combustion engines is required."
Carrefour,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Very Poor,Very Poor,Very Poor,Moderate,Very Poor,Very Poor,Very Poor,Very Poor,Very Poor,USD 82 bn [EUR 72 bn] (2020),95.7 MtCO2e (2020),Carbon neutral by 2040,"Supply chain for products and packaging account for ~72% of emissions (scope 3, upstream).","Carrefour’s Annual Report discloses only 2% of the emissions reported in its CDP response. Scope 3 emissions are reported as 0.337 MtCO2e, compared to 94.1 MtCO2e in the detailed CDP response. Reporting does not include emissions from administrative buildings, warehouses, head offices. Emissions from activities outside of the nine “integrated countries” (accounting for approximately 12% of Carrefour stores in 2020) could not be identified in any published datasets.",Carbon neutral by 2040,,,,,,,,,,No significant procurement of RE in 2020. Target for 100% RE by 2030.,,,,,No climate contributions identified,No oﬀsetting claim in 2020/2021,,,Lacking detail or limited to specific locations.
CVS Health,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Poor,Very Poor,Moderate,High,Very Poor,Very Poor,Very Poor,Very Poor,Very Poor,USD 268.7 bn (2020),12 MtCO2e (2020),Net zero by 2050,"Purchase of goods and services (80%) (scope 3, upstream).","Major emission sources are disclosed transparently, but scope 1 and 2 lack detail. Scope 2 emissions are reported using the market-based method only. Subsidiary coverage is unclear. More explanation is needed to understand the especially high emissions in 2019.",Net zero by 2050,,,,,,,,,,No information on renewable energy constructs: assessment not possible.,,,,,No climate contributions identified,No oﬀsetting claim in 2020/2021,,,Limited information on emission reduction measures: assessment not possible.
Deutsche Post DHL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Poor,Very Poor,Very Poor,Very Poor,Very Poor,Moderate,Moderate,Moderate,Very Poor,USD 75.5 bn [EUR 66 bn] (2020),"39,1 MtCO2e (2020)",Unclear: Zero or net zero by 2050,"subcontractor transport, especially from aviation (upstream scope 3, 64%).","Transparent disclosure of scope 1 and 2, but incomplete reporting of scope 3 emissions. Deutsche Post excludes 35% of its upstream scope 3 emissions from its total reporting, which makes it seem as if total reported emissions are 12 Mt lower than is actually the case.",Unclear: Deutsche Post uses the terms “net zero” and “zero” interchangeably. The target year for its headline pledge is 2050.,,,,,,,,,,"On-site installations, considering PPAs, possible use of RECs. Detailed information is lacking.",,,,,Support for planting over a million trees annually.,"Deutsche Post offers “climate neutral” delivery through GoGreen programme. Medium quality offset credits, but very low volume (See Box B2).",,,Range of measures are proposed.
Deutsche Telekom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Reasonable,Poor,High,High,Moderate,Very Poor,Very Poor,Moderate,Very Poor,USD 114 bn (2020),16.4 MtCO2e (2020),Net-zero emissions by 2040,"Use of sold and leased products (scope 3 downstream, 38%) and purchased energy (scope 2, 14%).",All major emission sources are disclosed. Location-based accounting for scope 2 emissions could be highlighted more prominently in aggregated statistics. Smaller (potentially insignificant) sources of scope 3 emissions may be missing from Deutsche Telekom’s reporting.,Net-zero emissions by 2040,,,,,,,,,,Granular data on electricity through various constructs. RECs account for major share.,,,,,No climate contributions identified,No oﬀsetting claim in 2020/2021,,,Very limited information on pursued reduction measures.
Enel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Moderate,Poor,Moderate,High,Moderate,Unknown,Very Poor,Very Poor,Very Poor,~USD 73 bn [EUR 65 bn] (2020),97.9 MtCO2e (2020),Net zero by 2050,"Generation of electricity (scope 1, 46%), retail of third party generated 97.9 MtCO2e in 2020 electricity (scope 3 upstream, 26%), downstream gas combustion (scope 3 downstream, 22%).","Major emission sources are disclosed transparently.Reporting includes partial but not complete coverage of subsidiaries, with limited information available to interpret the significance of this.",Net zero by 2050,,,,,,,,,,Growing reliance on wholesale electricity markets with no disclosure of any measures to procure renewable energy.,,,,,No climate contributions identified,No oﬀsetting claim in 2020/2021,,,"Strong emission reduction trend between 2018 and 2023 due to coal phase-out, but coal assets need to be permanently closed rather than sold to other companies; no clear phase-out plans for gas."
